Content,Role,Predicted Label
"[laughs] ... I don’t know. It's a difficult question ... I don’t know since ... I think that all Rwandans, well, every Rwandan has his or her own experience and I’m not sure that I should be asking them to think about me in a certain way. Perhaps I should be asking how we should all consider each other. I think everyone lives their experience in their own way, and we should maybe try to listen to each other and abstain from judging each other. What upsets me the most, I think, is to be judged: “Oh, you’ll become mayibobo.” The perception that others have of you can really weaken you and you might think, “Oh, maybe ... I really am like that.” We live in a society and, unfortunately, one downside that I ... that I’ve noticed often about our community is that we’re always looking on a surface level and ... not everyone is like that, but in general it seems that we’re focusing on what is wrong with the other person. So, in this case [inaudible] we need to always make the effort to bring out those qualities in others that can help them advance, not the ones that can knock them down. I've been knocked down to the ground enough times that I don’t see the point of, for example, sitting around and, you know, criticizing others: “You know what? Oh, now [inaudible] is constantly drinking. But why do they drink? It's ... [inaudible] of orphaned children, it's a catastrophe! All they do is make babies and do drugs. Why do they do drugs?” Why don’t we try to find out what’s wrong, instead of…, I mean, to try to focus on the good things.",Interviewee,Tension
"So, according to you, we always focus on the negative?",Interviewer,-
"I don’t mean to say that it’s always the case or that everyone is like that, but it's something that I have noticed occasionally.",Interviewee,No Tension
That we forget to bring out the positive.,Interviewer,-
"It's also normal that we are more curious about the things that are not going well, but it's just a matter of going further, of ... not stopping at that ... you can ... In the orphan village where my brothers and sisters live there are, say, two or three young mothers. When we see that the girl is pregnant, we might think that, for example, only orphans get pregnant. But that’s far from the truth! And it's not just the orphans who drink a lot. People whose parents are still alive drink too. For me, that’s …",Interviewee,Tension
"[Inaudible], and there are others who have been able to study and work.",Interviewer,-
"There you go. So that’s something that often makes me mad and I don’t have an outlet to express this anger, but it makes me mad.",Interviewee,No Tension
"I know that you’ve gone back to Rwanda after you arrived here—how do you feel about that? How was it, going back?",Interviewer,-
"I feel very nostalgic for certain places and people. I’m always afraid when I’m in Rwanda because I know that there are killers walking in the streets. Well, people who have killed back then and I don’t know if they won’t kill again. So I'm afraid. But it’s also with great joy that I return to the places I frequented for the most part of my life.",Interviewee,Tension
Have you visited the places where you grew up?,Interviewer,-
"... Not at my grandmother's, I haven’t been able to go back there, but every time I visit Rwanda, I go to Gisenyi, I go to Nyundo, I visit the orphanage and I stay in Kigali.",Interviewee,No Tension
Have you been able to finally recover the bodies of your parents?,Interviewer,-
"No, because when they were killed in 1994, their bodies were immediately thrown into a mass grave dug in the cemetery, so we don’t know where they are and since it was in a cemetery, we’re not able to disinter the bodies.",Interviewee,No Tension
Have you been able to find out who was directly involved in the death of your parents?,Interviewer,-
"No, but what I did find out, although I don’t know if it's true, is that one of the killers died in Congo. A gentleman came to see me after the genocide to ask me to testify against someone who had been imprisoned and who had taken part in the killing. But when he came to see me…, well, I wasn’t there when my parents died, so it was difficult for me to testify against whomever ... I didn’t know that person, I had never seen him. But for the moment, we are looking for the bodies of my twin sisters who died in Bisesero. We haven’t found the place yet, but we’re looking.",Interviewee,Tension
So you haven’t met the people who caused the death of your family?,Interviewer,-
"No, and for the time being, I don’t think I want to, anyway, at this point in my life, I don’t think I want to meet them. I know that my brothers sometimes go back there. And when I go back to Gisenyi I ... can’t bring myself to ... I went once where we…—actually twice, once to see if there were any photos left and a second time with my friends from France to show them the place. But we didn’t ... I didn’t stay long. I saw the neighbours who are still there, but I’m not really interested in ... staying in contact with them.",Interviewee,Tension
"Related to this, I know that there is also the Gacaca court where the survivors try to face and confront those who have killed their families and that’s where some people learn who the killers are. What are your thoughts on that?",Interviewer,-
"Yeah, I don’t want to meet them, so I don’t know if I would have the strength to go to the Gacaca, but one of my brothers has gone. The people from the neighbourhood where we used to live were denying that we had lived there and were saying that they didn’t know our parents, so my brother had to go there. And while he was there words were exchanged that didn’t really make sense. The neighbours were saying, “Oh yes, that’s right, you are the son of [inaudible]. Oh, I wasn’t here during the genocide, I was ...”—I don’t know where they said they were. And so they started admitting that our parents really lived there, that we lived there. But they were also saying that everyone had moved away by the time my parents died. It's a difficult subject. I think that the survivors would like to know more about certain aspects of what happened—for example, where the bodies are. But I don’t think that it really…, I don’t know if it has a healing effect. Someone who’s actually been at the Gacaca … will be able to say more about it, I think. Since I’ve never taken part in the Gacaca, I can’t say ...",Interviewee,Tension
That’s not something that appeals to you personally?,Interviewer,-
"It concerns me personally and collectively speaking, so ... if I try to understand the politics behind it... I don’t really understand it ... I can’t find the words, but ... personally, I'm opposed to forgiveness, I’m opposed to reconciliation. That doesn’t mean that my heart is filled with hatred and that I want the killers to be killed, no. But I think I prefer ... to live with whomever I want to live, whether they are Hutu or Tutsi, but that it is me who decides. So if we choose to live with each other, we know we'll have to deal with those questions and that’s a personal choice. But I can’t see myself meeting someone who has killed my father, who has cut him with a machete, and who says to me, “I cut him with the machete, forgive me.” So, I think ... I think, I won’t be going any further with ... the Gacaca. I see it as a policy that perhaps restricts choice. If I had to give a choice—the people who held the machetes and who were killing for months and months should be relocated and live elsewhere. I think that the survivors of the Rwandan genocide are a sacrificed generation, they see their killers day after day. I think it's like ... inadvertently, this might be reinforcing their denial. With a crime like that ... justice has to be done first and I don’t know if the Gacaca bring real justice. And for this too it's not really up to me to say, because I don’t have direct experience with it.",Interviewee,Tension
"You came to Canada to study, you finished your master's degree, you are now a doctoral student. What is your message to—I was going to say to the survivors, but I’m thinking especially of the young survivors who’ve been through almost the same situations or worse—what is your message to the young survivors?",Interviewer,-
"I don’t know if I would address the young survivors specifically, since everyone is dealing with this experience in their own way, so I don’t want to assume the role of a counselor. But from my personal experience, some of which is shared by others, it is more important to convey a message ... to the young survivors’ circle of friends and family. And of course the survivors ... I think that every survivor’s story must be heard in the singularity of experience that it recounts, so I can’t come forward as an example or a model. Or if I am to be such an example, it is up to the young person to request it—it shouldn’t come from me. I think that's the way to do it. But, more important to me is the message to [inaudible] the survivor’s circle of people. It's ... to really listen intently, to try to understand. The experiences we've been through ... can change our outlook on life, can change our ways of ... our behaviour. So it’s up to the people around us to try to understand what is going on ... because what's happening is not, sometimes ... necessarily under our control, you know, and so I can encourage the survivors to say nanana but ... [break in the recording]",Interviewee,Tension
We were talking about your message to the young people and to the survivors in general.,Interviewer,-
"It's really a question of solidarity and ... understanding each person’s experience in its singularity, even though it’s an experience shared by many survivors ... I think.",Interviewee,Tension
Would you go back and live in Rwanda when you finish your studies?,Interviewer,-
"I really don’t know if I would live there. Until I graduate, I’ll continue going back and forth. I don’t know where I'm going to settle in this world [laughs].",Interviewee,Tension
You haven’t found a place yet that meets your criteria?,Interviewer,-
"... I think I need to continue with the process of recovery. I love Rwanda very much and I go back as much as I can, but for the moment I’m not planning to live there. That doesn’t mean that I won’t think about it tomorrow or in the future.",Interviewee,Tension
Do you know people or friends who were living here and who then returned to live in Rwanda?,Interviewer,-
"Not really. But, it's a question of how I feel when I'm there and how I feel when I'm here—that's what will determine my return there or my choice of another place to live.",Interviewee,Tension
Is there a question you would like to answer that I haven’t asked you yet?,Interviewer,-
I didn’t think about the questions [laughs]. I didn’t really think about the questions.,Interviewee,Tension
It's like an open question.,Interviewer,-
"Yes, I know, but, no, I think ... I think we covered everything ... Thank you. [laughs]",Interviewee,Tension
Thank you. [cut in the recording] I know I've already seen your interview somewhere and I'd like to know what is it like for you to talk about the genocide as someone who has gone through such an event?,Interviewer,-
"... At times, it feels good to talk about it, but the moments right before, the preparatory stage, if you will, when we know we're going into the conversation, is not always easy, especially when we talk about it often and when we become ... overly solicited [for interviews]. It's like ... it's as if we [inaudible] since we continuously go back to it, even though there are variations in the story, we often recount the same things. At the same time it's up to me to decide not to talk about it. But sometimes, because we’ve become used to it, we can’t bring ourselves to say no. But ... at a certain point, it’s mentally exhausting. [End of the session]",Interviewee,Tension
