Content,Role,Predicted Label
"Kinyarwanda… There are some terms in Québécois French—I tell Yvon, “Do you know what we say in Kinyarwanda…?” And he says, “That’s exactly it, exactly.” In Kinyarwanda we use a lot of proverbs, action verbs, things like that, to describe certain situations, and he says—[I say], “You know, to summarize all that, we say this, this and this in Kinyarwanda,” and I try to do a proficient translation for him, and he says, “Exactly.”",Interviewee,Tension
"It’s a rich language…, that’s when you get to see the richness of a language, right?",Interviewer,-
"It’s rich. I love Kinyarwanda, I love it.",Interviewee,No Tension
Will you give me Kinyarwanda lessons? We are looking for teachers. [laughter],Interviewer,-
"Oh yes, if I come back to live in Montreal, we could collaborate perhaps.",Interviewee,Tension
"You’re welcome to come back. S.G: Yes, yes.",Interviewer,-
"You know, I think that proverbs give direct access to a culture: Imigani, ibyo bita gusigura ibirari by’insigamugani. Do you know what “gusigura ibirari by’insigamugani” means? There is a proverb that goes like this: Yaje nk’iya Gatera. [laughter] We learned that in high school, we had to explain where it came from. It’s loaded with meaning and it explains the context of its time.",Interviewee,Tension
"You can do a whole class on proverbs—the ones that are used most often. M.M.: I hope you are recording this part on proverbs?  Yes, yes.",Interviewer,-
Oh yes? You are still filming? Cut that. [laughter],Interviewee,No Tension
"Josée, thank you for your time. This is the end of the interview.",Interviewer,-
,Interviewee,No Tension
